_id,image_url,brands,pnns_groups_2,energy-kj_100g,sugars_100g,salt_100g,saturated-fat_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,sodium_100g,nutrition-score-fr_100g
5010034517004,https://images.openfoodfacts.org/images/products/501/003/451/7004/front_fr.63.400.jpg,"Uncle Ben's,Mars",One-dish meals,699.0,0.5,0.01,0.5,4.1,1.3,0.0,0.004,-1.0
4029764001807,https://images.openfoodfacts.org/images/products/402/976/400/1807/front_de.171.400.jpg,Club Mate,Sweetened beverages,84.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
3272770015653,https://images.openfoodfacts.org/images/products/327/277/001/5653/front_de.33.400.jpg,Bresso,Salty and fatty products,939.0,1.1,1.1,1.7,4.6,4.0,16.0,0.44,1.0
5000159461122,https://images.openfoodfacts.org/images/products/500/015/946/1122/front_de.184.400.jpg,"Mars,Snickers",Biscuits and cakes,2044.0,52.0,0.64,7.8,8.7,1.3,0.0,0.256,24.0
4045851030093,https://images.openfoodfacts.org/images/products/404/585/103/0093/front_de.8.400.jpg,natsu,One-dish meals,144.0,0.7,0.9,0.1,2.2,1.8,37.0,0.36,1.0
3451790988042,https://images.openfoodfacts.org/images/products/345/179/098/8042/front_fr.105.400.jpg,Elle & Vire,Milk and yogurt,1204.0,3.2,0.08,21.0,2.3,0.0,0.0,0.032,13.0
7622300318154,https://images.openfoodfacts.org/images/products/762/230/031/8154/front_de.23.400.jpg,Mondelez,Cheese,673.0,5.0,0.775,7.9,7.3,0.4,0.0,0.31,9.0
4008400163826,https://images.openfoodfacts.org/images/products/400/840/016/3826/front_de.73.400.jpg,Ferrero,Sweets,2506.0,39.9,0.15,14.1,8.2,0.0,0.0,0.06,25.0
8720182095206,https://images.openfoodfacts.org/images/products/872/018/209/5206/front_de.14.400.jpg,The Vegetarian Butcher,Sandwiches,1005.0,1.3,1.2,1.1,8.8,6.0,56.0096268470471,0.48,-3.0
5201673005315,https://images.openfoodfacts.org/images/products/520/167/300/5315/front_de.3.400.jpg,Καραμολεγκος,Bread,1214.0,4.0,0.55,0.3,9.5,2.5,0.0,0.22,-2.0
20815394,https://images.openfoodfacts.org/images/products/20815394/front_de.56.400.jpg,"Alesto,Lidl",Dried fruits,2100.0,35.7,0.02,3.0,10.8,6.9,90.0,0.008,0.0
7622300441937,https://images.openfoodfacts.org/images/products/762/230/044/1937/front_en.130.400.jpg,Kraft,Salty and fatty products,1027.0,1.3,0.75,14.0,5.4,0.2,0.0,0.3,13.0
20082857,https://images.openfoodfacts.org/images/products/20082857/front_de.64.400.jpg,Milbona,Salty and fatty products,1033.0,2.7,0.78,16.1,7.4,0.0,0.0,0.312,12.0
20104207,https://images.openfoodfacts.org/images/products/20104207/front_de.43.400.jpg,Alesto,Nuts,2585.0,5.1,0.05,7.0,27.1,7.9,100.0,0.02,-1.0
20170196,https://images.openfoodfacts.org/images/products/20170196/front_de.66.400.jpg,"Vitasia, Improba B.V., Vitasia Inproba B.V.",Dressings and sauces,681.0,34.8,3.13,0.1,0.4,0.0,12.0,1.252,19.0
40056050,https://images.openfoodfacts.org/images/products/40056050/front_de.182.400.jpg,Thomy,Dressings and sauces,453.0,1.9,3.9,0.4,6.6,3.1,0.0,1.56,8.0
5411188112709,https://images.openfoodfacts.org/images/products/541/118/811/2709/front_de.425.400.jpg,Alpro,Plant-based milk substitutes,56.0,0.0,0.14,0.1,0.4,0.3,2.3,0.056,0.0
20815400,https://images.openfoodfacts.org/images/products/20815400/front_de.88.400.jpg,"Alesto, 3x Lidl 12.23, 2x Lidl 12.23, 1x Lidl 12.23",Dried fruits,1959.0,38.8,0.03,4.7,10.4,5.1,100.0,0.012,2.0
4260334164120,https://images.openfoodfacts.org/images/products/426/033/416/4120/front_de.3.400.jpg,youcook,One-dish meals,611.0,1.4,0.6,1.3,4.1,1.4,9.5,0.24,1.0
7613035040823,https://images.openfoodfacts.org/images/products/761/303/504/0823/front_en.357.400.jpg,"Nestlé,Nestlé Dessert",Chocolate products,2285.0,46.4,0.01,20.2,6.0,7.3,0.0,0.004,21.0
