_id,image_url,brands,pnns_groups_2,energy-kj_100g,sugars_100g,salt_100g,saturated-fat_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,sodium_100g,nutrition-score-fr_100g,nutrition_grade_fr,negative_points,positive_points,energy_points,sugars_points,sodium_points,saturated_fat_points,fruit_points,fiber_points,proteins_points,our_nutrition_score,our_nutrition_label
8480000073297.0,https://images.openfoodfacts.org/images/products/848/000/007/3297/front_en.98.400.jpg,Hacendado,Legumes,1375.0,10.0,0.01,0.2,51.0,15.0,0.0,0.004,-4.0,a,8.0,10.0,6,8,10,10,0,10,10,-0.5500000000000007,a
4012359144102.0,https://images.openfoodfacts.org/images/products/401/235/914/4102/front_en.98.400.jpg,Taifun,Legumes,1049.0,0.9,1.7,2.6,17.0,0.0,62.5439453125,0.68,12.0,d,10.0,5.0,7,10,10,8,4,0,10,2.75,c
8410789140118.0,https://images.openfoodfacts.org/images/products/841/078/914/0118/front_en.38.400.jpg,Hacendado,Legumes,459.0,0.4,0.04,1.2,11.1,0.4,20.0,0.016,-3.0,a,3.0,6.0,9,10,10,9,0,0,10,1.1500000000000004,b
3259010101208.0,https://images.openfoodfacts.org/images/products/325/901/010/1208/front_fr.50.400.jpg,Soy,Legumes,605.0,0.6,0.01,1.5,14.0,2.5,0.0,0.004,-5.0,a,9.0,10.0,9,10,10,9,0,4,10,-0.049999999999998934,a
3259011034000.0,https://images.openfoodfacts.org/images/products/325/901/103/4000/front_fr.49.400.jpg,Céréal Bio,Legumes,605.0,0.6,0.0,1.5,14.0,2.5,0.0,0.0,-5.0,a,7.0,9.0,9,10,10,9,0,4,10,-0.049999999999998934,a
3229820794112.0,https://images.openfoodfacts.org/images/products/322/982/079/4112/front_fr.92.400.jpg,Bjorg,Legumes,645.0,0.4,0.5,1.5,16.0,0.5,0.84375,0.2,-1.0,a,6.0,8.0,9,10,10,9,0,0,10,1.1500000000000004,b
3259010005018.0,https://images.openfoodfacts.org/images/products/325/901/000/5018/front_fr.89.400.jpg,Soy,Legumes,686.0,0.8,0.52,1.7,16.0,3.2,0.549999999999997,0.208,-3.0,a,6.0,11.0,8,10,10,9,0,6,10,-0.14999999999999858,a
3229820762692.0,https://images.openfoodfacts.org/images/products/322/982/076/2692/front_fr.30.400.jpg,Bjorg,Legumes,705.0,0.5,0.03,1.7,18.0,3.1,0.0,0.012,-5.0,a,6.0,10.0,8,10,10,9,0,6,10,-0.14999999999999858,a
3229820796642.0,https://images.openfoodfacts.org/images/products/322/982/079/6642/front_fr.47.400.jpg,Bjorg,Cereals,557.0,0.8,0.72,0.28,18.0,2.2,12.27,0.288,-3.0,a,2.0,5.0,9,10,10,10,0,4,10,-0.4499999999999993,a
3259010108047.0,https://images.openfoodfacts.org/images/products/325/901/010/8047/front_fr.97.400.jpg,Soy,Cereals,528.0,1.2,1.0,0.4,20.0,1.0,12.75,0.4,-1.0,a,11.0,1.0,9,10,10,10,0,2,10,0.15000000000000036,b
3175681108974.0,https://images.openfoodfacts.org/images/products/317/568/110/8974/front_fr.89.400.jpg,Céréal Bio,Cereals,935.0,4.5,0.93,1.5,7.1,4.6,19.2,0.372,-1.0,a,7.0,10.0,8,10,10,9,0,8,8,-0.34999999999999787,a
8437017032687.0,https://images.openfoodfacts.org/images/products/843/701/703/2687/front_fr.75.400.jpg,Heura,Meat,750.0,0.9,1.1,2.9,19.0,4.0,7.04375,0.44,-1.0,a,9.0,7.0,8,10,10,8,0,8,10,-0.34999999999999787,a
3770018078038.0,https://images.openfoodfacts.org/images/products/377/001/807/8038/front_fr.54.400.jpg,"La Vie,La Vie Foods,LaVie_Foods",Meat,854.0,1.5,2.4,1.0,17.0,3.0,0.0,0.96,9.0,c,9.0,10.0,8,10,10,10,0,6,10,-0.5500000000000007,a
3770018078021.0,https://images.openfoodfacts.org/images/products/377/001/807/8021/front_fr.19.400.jpg,"La Vie,La Vie Foods,LaVie_Foods",Meat,854.0,1.5,2.4,1.0,17.0,3.0,0.0,0.96,9.0,c,7.0,10.0,8,10,10,10,0,6,10,-0.5500000000000007,a
7613035937550.0,https://images.openfoodfacts.org/images/products/761/303/593/7550/front_fr.52.400.jpg,Herta,Processed meat,1097.0,2.2,1.3,1.4,16.0,2.1,26.725,0.52,2.0,b,6.0,10.0,7,10,10,9,0,4,10,0.9500000000000011,b
3523230034340.0,https://images.openfoodfacts.org/images/products/352/323/003/4340/front_fr.72.400.jpg,Soignon,Cheese,1350.0,0.8,1.0,12.0,16.0,0.7,0.0,0.4,13.0,d,10.0,9.0,6,10,10,0,0,0,10,6.25,e
3168930010265.0,https://images.openfoodfacts.org/images/products/316/893/001/0265/front_en.206.400.jpg,Quaker,Breakfast cereals,1913.0,12.0,0.0,2.0,8.5,10.0,10.7,0.0,-2.0,a,7.0,10.0,5,8,10,9,0,10,10,0.34999999999999964,b
20003166.0,https://images.openfoodfacts.org/images/products/20003166/front_en.257.400.jpg,"Crownfield,Lidl,Fortin",Breakfast cereals,1566.0,0.7,0.03,1.0,13.5,10.0,0.0,0.012,-6.0,a,5.0,10.0,6,10,10,10,0,10,10,-0.75,a
3229820782560.0,https://images.openfoodfacts.org/images/products/322/982/078/2560/front_fr.164.400.jpg,Bjorg,Breakfast cereals,402.0,3.73,0.00267,0.213,2.93,2.51,20.979020979021,0.00107,-2.0,a,9.0,10.0,9,10,10,10,0,4,2,1.1500000000000004,b
5010477348630.0,https://images.openfoodfacts.org/images/products/501/047/734/8630/front_fr.144.400.jpg,Jordans,Breakfast cereals,1569.0,18.9,0.03,2.8,9.3,8.5,17.5,0.012,0.0,b,7.0,10.0,6,6,10,8,0,10,10,0.4499999999999993,b
8410188012092.0,https://images.openfoodfacts.org/images/products/841/018/801/2092/front_en.71.400.jpg,Kellogg's,Breakfast cereals,1604.0,8.0,1.13,0.2,7.0,3.0,0.0,0.452,3.0,c,9.0,10.0,6,9,10,10,0,6,8,0.9499999999999993,b
7613034947611.0,https://images.openfoodfacts.org/images/products/761/303/494/7611/front_fr.214.400.jpg,Nestlé,Breakfast cereals,1638.0,22.4,0.22,2.0,8.8,7.5,0.0,0.088,-1.0,a,9.0,10.0,6,6,10,9,0,10,10,0.05000000000000071,b
3229820116716.0,https://images.openfoodfacts.org/images/products/322/982/011/6716/front_fr.199.400.jpg,Bjorg,Breakfast cereals,1510.0,10.0,0.02,2.6,11.0,9.9,19.5,0.008,-2.0,a,7.0,10.0,6,8,10,8,0,10,10,0.25,b
5050083516313.0,https://images.openfoodfacts.org/images/products/505/008/351/6313/front_fr.111.400.jpg,Kellogg’s,Breakfast cereals,2026.0,25.0,0.68,12.0,7.0,4.9,0.375,0.272,19.0,e,9.0,7.0,4,5,10,0,0,10,8,5.15,d
5010029219241.0,https://images.openfoodfacts.org/images/products/501/002/921/9241/front_en.115.400.jpg,Weetabix,Breakfast cereals,1629.0,17.0,0.16,2.3,10.0,10.0,0.0,0.064,-1.0,a,8.0,9.0,6,7,10,8,0,10,10,0.34999999999999964,b
5053827184717.0,https://images.openfoodfacts.org/images/products/505/382/718/4717/front_en.101.400.jpg,Kellogg’s,Breakfast cereals,1649.0,7.9,1.0,0.4,7.0,2.9,0.0,0.4,2.0,b,9.0,10.0,6,9,10,10,0,6,8,0.9499999999999993,b
5010029227062.0,https://images.openfoodfacts.org/images/products/501/002/922/7062/front_en.98.400.jpg,Oreo,Breakfast cereals,1619.0,27.0,0.5,1.0,7.5,3.9,0.0,0.2,7.0,c,5.0,10.0,6,5,10,10,0,8,8,0.75,b
5053827192699.0,https://images.openfoodfacts.org/images/products/505/382/719/2699/front_en.92.400.jpg,KELLOG'SKellogg's,Breakfast cereals,1636.0,17.0,0.65,0.9,6.3,3.8,0.0,0.26,2.0,b,5.0,10.0,6,7,10,10,0,8,6,0.9500000000000011,b
5010477348678.0,https://images.openfoodfacts.org/images/products/501/047/734/8678/front_fr.226.400.jpg,Jordans,Breakfast cereals,1523.0,17.2,0.025,2.0,10.2,8.8,60.0,0.01,-2.0,a,9.0,7.0,6,7,10,9,2,10,10,0.049999999999998934,b
4056489209980.0,https://images.openfoodfacts.org/images/products/405/648/920/9980/front_en.27.400.jpg,Crownfield,Breakfast cereals,1822.0,25.0,0.6,7.3,6.2,5.8,10.98,0.24,14.0,d,5.0,10.0,5,5,10,3,0,10,6,3.8499999999999996,c
5010477357335.0,https://images.openfoodfacts.org/images/products/501/047/735/7335/front_fr.74.400.jpg,Jordans,Breakfast cereals,1788.0,6.3,0.03,2.3,13.6,8.7,18.75,0.012,-2.0,a,9.0,10.0,5,9,10,8,0,10,10,0.6500000000000004,b
8480000152039.0,https://images.openfoodfacts.org/images/products/848/000/015/2039/front_es.39.400.jpg,Hacendado,Fruits,230.0,11.0,0.01,0.0,0.4,0.5,100.0,0.004,-3.0,a,2.0,6.0,10,8,10,10,10,0,0,2.9499999999999993,c
3523680438224.0,https://images.openfoodfacts.org/images/products/352/368/043/8224/front_fr.66.400.jpg,Carrefour BIO,Fruits,373.0,15.6,0.0,0.01,1.06,2.7,100.0,0.0,-3.0,a,9.0,10.0,9,7,10,10,10,4,0,2.3500000000000014,c
20753030.0,https://images.openfoodfacts.org/images/products/20753030/front_en.54.400.jpg,Oaklands,Fruits,348.0,15.6,0.0325,0.01,1.06,2.7,100.0,0.013,-3.0,a,2.0,5.0,9,7,10,10,10,4,0,2.3500000000000014,c
20167271.0,https://images.openfoodfacts.org/images/products/20167271/front_en.29.400.jpg,Belbake ( Lidl ),Fruits,1446.0,21.0,0.11,11.0,20.0,36.0,0.0,0.044,13.0,d,3.0,6.0,6,6,10,0,0,10,10,3.6500000000000004,c
20452056.0,https://images.openfoodfacts.org/images/products/20452056/front_fr.119.400.jpg,Vergers Gourmands,Fruits,214.0,11.0,0.0,0.0,0.3,1.4,100.0,0.0,-4.0,a,2.0,7.0,10,8,10,10,10,2,0,2.3499999999999996,c
3021762412129.0,https://images.openfoodfacts.org/images/products/302/176/241/2129/front_fr.101.400.jpg,"Materne,POM'POTES",Fruits,256.0,11.0,0.01,0.2,0.5,1.3,99.95,0.004,-4.0,a,2.0,6.0,10,8,10,10,10,2,0,2.3499999999999996,c
3297760097020.0,https://images.openfoodfacts.org/images/products/329/776/009/7020/front_fr.33.400.jpg,Charles & Alice,Fruits,243.0,11.0,0.01,0.1,0.6,1.5,99.9,0.004,-4.0,a,2.0,6.0,10,8,10,10,10,2,0,2.3499999999999996,c
4056489126751.0,https://images.openfoodfacts.org/images/products/405/648/912/6751/front_fr.40.400.jpg,Solevita,Sweetened beverages,111.0,6.1,0.01,0.1,0.5,0.0,21.2,0.004,9.0,d,2.0,6.0,10,9,10,10,0,0,0,2.3499999999999996,c
3560070701674.0,https://images.openfoodfacts.org/images/products/356/007/070/1674/front_fr.52.400.jpg,Carrefour,Sweets,700.0,39.0,0.02,0.0,0.0,1.1,50.0,0.008,8.0,c,3.0,0.0,8,2,10,10,2,2,0,3.5500000000000007,c
3270190136842.0,https://images.openfoodfacts.org/images/products/327/019/013/6842/front_fr.60.400.jpg,"Carrefour Bio,Carrefour",Sweets,1039.0,59.0,0.0,0.0,0.0,1.4,50.0,0.0,11.0,d,11.0,4.0,7,0,10,10,2,2,0,4.25,c
3564706604360.0,https://images.openfoodfacts.org/images/products/356/470/660/4360/front_fr.45.400.jpg,"Grainéa,Marque repère",Breakfast cereals,1810.0,9.3,0.07,2.9,10.0,12.0,4.0,0.028,-1.0,a,8.0,10.0,5,8,10,8,0,10,10,0.75,b
8710637105352.0,https://images.openfoodfacts.org/images/products/871/063/710/5352/front_en.23.400.jpg,Mission,Bread,1325.0,1.1,0.98,0.8,8.0,4.3,0.0,0.392,-1.0,a,9.0,8.0,7,10,10,10,0,8,8,-0.25,a
3175681066632.0,https://images.openfoodfacts.org/images/products/317/568/106/6632/front_fr.115.400.jpg,Gerblé,Biscuits and cakes,1905.0,16.0,0.36,1.4,8.9,5.0,14.8,0.144,0.0,b,10.0,10.0,5,7,10,9,0,10,10,0.4499999999999993,b
7613287514325.0,https://images.openfoodfacts.org/images/products/761/328/751/4325/front_fr.99.400.jpg,"Nestlé, Fitness",Breakfast cereals,1560.0,8.3,0.56,0.6,9.8,8.5,0.0,0.224,-3.0,a,11.0,5.0,6,9,10,10,0,10,10,-0.6499999999999986,a
3175681851849.0,https://images.openfoodfacts.org/images/products/317/568/185/1849/front_en.216.400.jpg,Gerblé,Biscuits and cakes,1902.0,11.0,0.01,1.5,9.8,6.6,18.45,0.004,-2.0,a,8.0,10.0,5,8,10,9,0,10,10,0.34999999999999964,b
7613034626844.0,https://images.openfoodfacts.org/images/products/761/303/462/6844/front_fr.355.400.jpg,"Nestlé,Chocapic",Breakfast cereals,1638.0,22.4,0.22,2.0,8.8,7.5,0.0,0.088,-1.0,a,8.0,10.0,6,6,10,9,0,10,10,0.05000000000000071,b
3387390019995.0,https://images.openfoodfacts.org/images/products/338/739/001/9995/front_fr.93.400.jpg,"Nestlé,Lion",Breakfast cereals,1728.0,25.0,0.49,3.2,8.2,5.8,0.0,0.196,10.0,c,11.0,5.0,5,5,10,7,0,10,10,1.4499999999999993,b
7613035937420.0,https://images.openfoodfacts.org/images/products/761/303/593/7420/front_fr.147.400.jpg,Herta,unknown,1097.0,2.2,1.3,1.4,16.0,2.1,27.85,0.52,2.0,b,6.0,8.0,7,10,10,9,0,4,10,0.9500000000000011,b
3175681209282.0,https://images.openfoodfacts.org/images/products/317/568/120/9282/front_fr.113.400.jpg,Gerblé,Biscuits and cakes,1937.0,11.0,0.06,1.5,8.2,5.5,21.75,0.024,-2.0,a,8.0,10.0,5,8,10,9,0,10,10,0.34999999999999964,b
8410076601131.0,https://images.openfoodfacts.org/images/products/841/007/660/1131/front_fr.109.400.jpg,Nature Valley General Mills,Biscuits and cakes,1960.0,26.8,0.85,2.2,8.7,6.4,6.32942708333333,0.34,10.0,c,5.0,10.0,5,5,10,8,0,10,10,1.0500000000000007,b
3229820786599.0,https://images.openfoodfacts.org/images/products/322/982/078/6599/front_fr.94.400.jpg,Bjorg,Breakfast cereals,1637.0,7.5,0.03,1.9,15.0,11.0,17.0,0.012,-4.0,a,4.0,1.0,6,9,10,9,0,10,10,-0.25,a
3029330072683.0,https://images.openfoodfacts.org/images/products/302/933/007/2683/front_fr.12.400.jpg,Jacquet,Bread,1161.0,5.4,1.0,0.5,9.7,3.8,3.75,0.4,-1.0,a,6.0,5.0,7,9,10,10,0,8,10,-0.5500000000000007,a
3228857001118.0,https://images.openfoodfacts.org/images/products/322/885/700/1118/front_fr.27.400.jpg,Harrys,Bread,1100.0,5.6,1.0,0.4,7.1,4.9,6.3,0.4,-1.0,a,8.0,9.0,7,9,10,10,0,10,8,-0.75,a
20621469.0,https://images.openfoodfacts.org/images/products/20621469/front_en.102.400.jpg,Crownfield,Breakfast cereals,1578.0,10.8,0.41,0.4,8.9,6.7,0.0,0.164,-3.0,a,4.0,7.0,6,8,10,10,0,10,10,-0.5500000000000007,a
4056489007180.0,https://images.openfoodfacts.org/images/products/405/648/900/7180/front_en.115.400.jpg,Maître Jean Pierre,Bread,1112.0,8.5,1.0,0.4,8.0,5.5,3.375,0.4,-1.0,a,8.0,9.0,7,9,10,10,0,10,8,-0.75,a
4000540000108.0,https://images.openfoodfacts.org/images/products/400/054/000/0108/front_en.124.400.jpg,"Peter Kölln GmbH & Co. KGaA,Kölln,Köln Flocken",Breakfast cereals,1520.0,1.2,0.0,3.25,13.0,27.5,0.0,0.0,-3.0,a,10.0,7.0,6,10,10,7,0,10,10,0.4499999999999993,b
7311070032598.0,https://images.openfoodfacts.org/images/products/731/107/003/2598/front_en.75.400.jpg,Krisprolls,Bread,1687.0,1.1,1.1,0.9,13.0,8.3,7.6,0.44,-1.0,a,9.0,10.0,5,10,10,10,0,10,10,-0.25,a
3029330003830.0,https://images.openfoodfacts.org/images/products/302/933/000/3830/front_fr.43.400.jpg,Jacquet,Bread,1142.0,2.5,1.2,0.6,8.2,4.3,2.70833333333333,0.48,-1.0,a,7.0,8.0,7,10,10,10,0,8,10,-0.6499999999999986,a
5053827199667.0,https://images.openfoodfacts.org/images/products/505/382/719/9667/front_fr.52.400.jpg,Kellogg's,Breakfast cereals,1854.0,25.0,0.96,4.7,7.0,3.7,2.63541666666667,0.384,15.0,d,9.0,10.0,5,5,10,6,0,6,8,3.4499999999999993,c
5010477348517.0,https://images.openfoodfacts.org/images/products/501/047/734/8517/front_fr.127.400.jpg,Jordans,Breakfast cereals,1818.0,20.2,0.03,1.8,9.1,6.0,2.25694444444444,0.012,0.0,b,9.0,10.0,5,6,10,9,0,10,10,0.5500000000000007,b
3256220666510.0,https://images.openfoodfacts.org/images/products/325/622/066/6510/front_fr.59.400.jpg,U,Bread,1399.0,1.3,1.3,0.6,9.3,3.0,7.84615384615385,0.52,1.0,b,6.0,5.0,6,10,10,10,0,6,10,0.4499999999999993,b
7613037397956.0,https://images.openfoodfacts.org/images/products/761/303/739/7956/front_fr.91.400.jpg,"Herta,Garden gourmet",unknown,817.0,1.0,0.9,3.9,14.0,15.9,13.3421223958333,0.36,-2.0,a,6.0,11.0,8,10,10,7,0,10,10,-0.5500000000000007,a
5010477348395.0,https://images.openfoodfacts.org/images/products/501/047/734/8395/front_fr.130.400.jpg,Jordans,Breakfast cereals,1902.0,20.8,0.03,4.6,9.2,6.0,0.0,0.012,8.0,c,8.0,10.0,5,6,10,6,0,10,10,1.75,b
7622210444127.0,https://images.openfoodfacts.org/images/products/762/221/044/4127/front_fr.86.400.jpg,LU,Biscuits and cakes,1605.0,22.0,0.63,0.9,5.5,6.6,8.35000000000001,0.252,2.0,b,10.0,8.0,6,6,10,10,0,10,6,0.4499999999999993,b
3029330022428.0,https://images.openfoodfacts.org/images/products/302/933/002/2428/front_en.118.400.jpg,Jacquet,Bread,1026.0,3.8,1.2,0.3,8.7,6.6,1.1,0.48,-2.0,a,8.0,10.0,7,10,10,10,0,10,10,-1.25,a
3228857001521.0,https://images.openfoodfacts.org/images/products/322/885/700/1521/front_fr.75.400.jpg,Harrys,Bread,1015.0,3.0,1.1,0.3,8.5,7.4,7.64843749999999,0.44,-3.0,a,7.0,10.0,7,10,10,10,0,10,10,-1.25,a
3242272845256.0,https://images.openfoodfacts.org/images/products/324/227/284/5256/front_en.65.400.jpg,Sodebo,Sandwiches,924.0,2.3,1.2,1.5,8.1,3.5,41.3011363636364,0.48,-1.0,a,9.0,8.0,8,10,10,9,2,6,10,-0.049999999999998934,a
7613036021388.0,https://images.openfoodfacts.org/images/products/761/303/602/1388/front_fr.137.400.jpg,Garden Gourmet,unknown,984.0,1.4,0.83,0.8,12.3,5.3,1.1109375,0.332,-5.0,a,6.0,9.0,8,10,10,10,0,10,10,-1.75,a
3229820791081.0,https://images.openfoodfacts.org/images/products/322/982/079/1081/front_en.110.400.jpg,Bjorg,Biscuits and cakes,547.0,9.3,0.12,1.1,1.2,0.7,1.01666666666667,0.048,4.0,c,4.0,0.0,9,8,10,9,0,0,0,3.3499999999999996,c
3229820019307.0,https://images.openfoodfacts.org/images/products/322/982/001/9307/front_en.195.400.jpg,Bjorg,Breakfast cereals,1524.0,1.7,0.02,1.3,11.0,11.0,0.0,0.008,-5.0,a,5.0,10.0,6,10,10,9,0,10,10,-0.3500000000000014,a
3175681225114.0,https://images.openfoodfacts.org/images/products/317/568/122/5114/front_fr.66.400.jpg,Céréal bio,unknown,825.0,4.2,0.91,0.9,13.0,3.5,35.0265625,0.364,-2.0,a,7.0,9.0,8,10,10,10,0,6,10,-0.5500000000000007,a
3560070711871.0,https://images.openfoodfacts.org/images/products/356/007/071/1871/front_fr.67.400.jpg,Carrefour,Sandwiches,971.0,1.6,0.96,0.9,8.6,1.9,24.2,0.384,0.0,b,7.0,8.0,8,10,10,10,0,2,10,0.6500000000000004,b
3175681262287.0,https://images.openfoodfacts.org/images/products/317/568/126/2287/front_fr.96.400.jpg,Céréal Bio,unknown,923.0,3.1,1.4,1.1,17.0,5.4,29.8,0.56,-1.0,a,8.0,10.0,8,10,10,9,0,10,10,-1.3500000000000014,a
3392460481114.0,https://images.openfoodfacts.org/images/products/339/246/048/1114/front_fr.121.400.jpg,"Lu,Mondelez,Heudebert",Bread,1703.0,5.0,0.03,2.7,12.0,3.6,0.0,0.012,0.0,b,8.0,8.0,5,9,10,8,0,6,10,1.8500000000000014,b
3228857000937.0,https://images.openfoodfacts.org/images/products/322/885/700/0937/front_fr.99.400.jpg,Harrys,Bread,1043.0,5.0,1.25,0.5,8.5,7.7,3.26388888888889,0.5,-1.0,a,9.0,10.0,7,9,10,10,0,10,10,-1.1499999999999986,a
20507336.0,https://images.openfoodfacts.org/images/products/20507336/front_en.60.400.jpg,"Gräfschafter, Wepu Brot GmbH  D-59387",Bread,785.0,3.7,1.13,0.3,4.2,10.0,0.0,0.452,0.0,b,7.0,7.0,8,10,10,10,0,10,4,-0.5500000000000007,a
7613287466044.0,https://images.openfoodfacts.org/images/products/761/328/746/6044/front_de.31.400.jpg,"Garden Gourmet,Nestlé",unknown,1160.0,0.1,0.9,2.3,22.6,1.1,13.3,0.36,2.0,b,10.0,6.0,7,10,10,8,0,2,10,1.950000000000001,b
5010029000023.0,https://images.openfoodfacts.org/images/products/501/002/900/0023/front_fr.80.400.jpg,Weetabix,Breakfast cereals,1531.0,4.2,0.28,0.6,12.0,10.0,0.0,0.112,-5.0,a,5.0,10.0,6,10,10,10,0,10,10,-0.75,a
3367651002881.0,https://images.openfoodfacts.org/images/products/336/765/100/2881/front_en.49.400.jpg,Daunat,Sandwiches,1045.0,3.4,0.84,1.2,8.9,0.0,26.1767578125,0.336,2.0,b,7.0,8.0,7,10,10,9,0,0,10,2.1500000000000004,c
7613036669498.0,https://images.openfoodfacts.org/images/products/761/303/666/9498/front_en.107.400.jpg,Nestlé,Breakfast cereals,1658.0,17.9,0.67,0.9,9.5,9.2,0.0,0.268,-1.0,a,6.0,10.0,6,7,10,10,0,10,10,-0.4499999999999993,a
3760049798029.0,https://images.openfoodfacts.org/images/products/376/004/979/8029/front_fr.104.400.jpg,La Boulangère Bio,Bread,1318.0,5.0,1.0,0.9,9.1,5.3,0.0,0.4,-2.0,a,8.0,10.0,7,9,10,10,0,10,10,-1.1499999999999986,a
3168930010906.0,https://images.openfoodfacts.org/images/products/316/893/001/0906/front_en.99.400.jpg,QUAKER,Breakfast cereals,1906.0,16.0,0.48,4.9,8.1,10.0,0.95,0.192,9.0,c,9.0,10.0,5,7,10,6,0,10,10,1.6499999999999986,b
7613036669146.0,https://images.openfoodfacts.org/images/products/761/303/666/9146/front_en.213.400.jpg,"Nestlé,Chocapic",Breakfast cereals,1650.0,22.5,0.22,1.6,8.8,7.9,0.0,0.088,-1.0,a,9.0,10.0,6,6,10,9,0,10,10,0.05000000000000071,b
5010029220773.0,https://images.openfoodfacts.org/images/products/501/002/922/0773/front_en.128.400.jpg,Weetabix®™,Breakfast cereals,1531.0,4.2,0.28,0.6,12.0,10.0,0.0,0.112,-5.0,a,10.0,10.0,6,10,10,10,0,10,10,-0.75,a
3229820019208.0,https://images.openfoodfacts.org/images/products/322/982/001/9208/front_fr.92.400.jpg,Bjorg,Bread,835.0,4.0,1.1,0.2,4.6,10.0,0.0,0.44,-1.0,a,6.0,7.0,8,10,10,10,0,10,4,-0.5500000000000007,a
3159470001424.0,https://images.openfoodfacts.org/images/products/315/947/000/1424/front_en.103.400.jpg,Kellogg's,Breakfast cereals,1400.0,18.0,0.95,0.7,14.0,27.0,0.0,0.38,6.0,c,10.0,10.0,6,7,10,10,0,10,10,-0.4499999999999993,a
3168930009078.0,https://images.openfoodfacts.org/images/products/316/893/000/9078/front_en.148.400.jpg,Quaker,Breakfast cereals,1570.0,1.1,0.01,1.5,11.0,9.0,0.0,0.004,-5.0,a,5.0,10.0,6,10,10,9,0,10,10,-0.3500000000000014,a
3242272856559.0,https://images.openfoodfacts.org/images/products/324/227/285/6559/front_fr.40.400.jpg,Sodebo,Sandwiches,1323.0,3.0,2.1,8.5,11.0,3.8,8.16761363636364,0.84,16.0,d,8.0,5.0,7,10,10,2,0,8,10,2.549999999999999,c
8480000809421.0,https://images.openfoodfacts.org/images/products/848/000/080/9421/front_en.32.400.jpg,Hacendado,Bread,1149.0,1.9,1.3,1.5,9.2,9.1,0.0,0.52,-1.0,a,9.0,10.0,7,10,10,9,0,10,10,-0.8500000000000014,a
7613035189027.0,https://images.openfoodfacts.org/images/products/761/303/518/9027/front_en.142.400.jpg,"Nestlé,Crunch",Breakfast cereals,1695.0,24.9,0.04,3.3,7.4,7.2,0.0,0.016,8.0,c,5.0,10.0,5,5,10,7,0,10,8,1.8499999999999996,b
5010477356277.0,https://images.openfoodfacts.org/images/products/501/047/735/6277/front_fr.46.400.jpg,Jordans,Breakfast cereals,1892.0,2.5,0.03,2.4,12.6,16.1,17.625,0.012,-3.0,a,8.0,10.0,5,10,10,8,0,10,10,0.5500000000000007,b
3175681028111.0,https://images.openfoodfacts.org/images/products/317/568/102/8111/front_fr.185.400.jpg,Céréal Bio,unknown,792.0,3.8,0.95,0.6,7.5,5.0,37.15,0.38,-3.0,a,11.0,3.0,8,10,10,10,0,10,8,-1.3500000000000014,a
3159470204948.0,https://images.openfoodfacts.org/images/products/315/947/020/4948/front_fr.153.400.jpg,Kellogg's,Breakfast cereals,1666.0,20.0,0.83,2.6,8.6,4.9,0.0,0.332,8.0,c,9.0,10.0,6,6,10,8,0,10,10,0.4499999999999993,b
3560071177232.0,https://images.openfoodfacts.org/images/products/356/007/117/7232/front_fr.26.400.jpg,Carrefour,Bread,1018.0,4.3,0.98,0.2,8.2,4.2,0.0,0.392,-2.0,a,9.0,7.0,7,10,10,10,0,8,10,-0.6499999999999986,a
3181232138345.0,https://images.openfoodfacts.org/images/products/318/123/213/8345/front_fr.66.400.jpg,Charal,Sandwiches,1204.0,3.4,1.7,5.7,13.0,1.4,7.875,0.68,14.0,d,8.0,5.0,7,10,10,5,0,2,10,3.1500000000000004,c
4008713756661.0,https://images.openfoodfacts.org/images/products/400/871/375/6661/front_en.73.400.jpg,Brüggen,Breakfast cereals,1580.0,0.7,0.02,1.3,14.0,10.0,0.0,0.008,-5.0,a,9.0,10.0,6,10,10,9,0,10,10,-0.3500000000000014,a
3380380046940.0,https://images.openfoodfacts.org/images/products/338/038/004/6940/front_fr.85.400.jpg,Le Pain des Fleurs,Bread,1642.0,1.7,0.01,0.6,13.4,4.5,0.0,0.004,-5.0,a,4.0,9.0,6,10,10,10,0,8,10,-0.15000000000000036,a
3760049798609.0,https://images.openfoodfacts.org/images/products/376/004/979/8609/front_fr.125.400.jpg,La Boulangère,Bread,1265.0,5.1,0.97,1.1,12.0,7.0,1.46770833333335,0.388,-1.0,a,9.0,10.0,7,9,10,9,0,10,10,-0.75,a
8437017032298.0,https://images.openfoodfacts.org/images/products/843/701/703/2298/front_es.21.400.jpg,Heura,unknown,525.0,0.0,1.5,0.5,18.0,5.8,2.5,0.6,-3.0,a,7.0,8.0,9,10,10,10,0,10,10,-2.25,a
7613035982086.0,https://images.openfoodfacts.org/images/products/761/303/598/2086/front_fr.115.400.jpg,"Garden gourmet,Nestlé",unknown,795.0,3.4,0.73,2.0,8.2,3.1,55.6850409226191,0.292,-3.0,a,3.0,10.0,8,10,10,9,2,6,10,-0.049999999999998934,a
8008698005576.0,https://images.openfoodfacts.org/images/products/800/869/800/5576/front_fr.154.400.jpg,Schär,Bread,981.0,3.3,0.99,0.4,3.5,8.1,0.0,0.396,-1.0,a,6.0,7.0,8,10,10,10,0,10,4,-0.5500000000000007,a
